x,y
1.126800,0.411804
1.126900,0.412498
1.127000,0.413191
1.127100,0.413884
1.127200,0.414577
1.127300,0.415271
1.127400,0.415964
1.127500,0.416657
1.127600,0.417350
1.127700,0.418042
1.127800,0.418735
1.127900,0.419428
1.128000,0.420121
1.128100,0.420813
1.128200,0.421506
1.128300,0.422198
1.128400,0.422891
1.128500,0.423583
1.128600,0.424276
1.128700,0.424968
1.128800,0.425660
1.128900,0.426352
1.129000,0.427044
1.129100,0.427736
1.129200,0.428428
1.129300,0.429120
1.129400,0.429812
1.129500,0.430504
1.129600,0.431196
1.129700,0.431888
1.129800,0.432579
1.129900,0.433271
1.130000,0.433962
1.130100,0.434654
1.130200,0.435345
1.130300,0.436036
1.130400,0.436728
1.130500,0.437419
1.130600,0.438110
1.130700,0.438801
1.130800,0.439492
1.130900,0.440183
1.131000,0.440874
1.131100,0.441565
1.131200,0.442256
1.131300,0.442947
1.131400,0.443637
1.131500,0.444328
1.131600,0.445019
1.131700,0.445709
1.131800,0.446400
1.131900,0.447090
1.132000,0.447780
1.132100,0.448471
1.132200,0.449161
1.132300,0.449851
1.132400,0.450541
1.132500,0.451231
1.132600,0.451921
1.132700,0.452611
1.132800,0.453301
1.132900,0.453991
1.133000,0.454681
1.133100,0.455371
1.133200,0.456060
1.133300,0.456750
1.133400,0.457440
1.133500,0.458129
1.133600,0.458819
1.133700,0.459508
1.133800,0.460197
1.133900,0.460887
1.134000,0.461576
1.134100,0.462265
1.134200,0.462954
1.134300,0.463643
1.134400,0.464333
1.134500,0.465021
1.134600,0.465710
1.134700,0.466399
1.134800,0.467088
1.134900,0.467777
1.135000,0.468466
1.135100,0.469154
1.135200,0.469843
1.135300,0.470531
1.135400,0.471220
1.135500,0.471908
1.135600,0.472597
1.135700,0.473285
1.135800,0.473973
1.135900,0.474662
1.136000,0.475350
1.136100,0.476038
1.136200,0.476726
1.136300,0.477414
1.136400,0.478102
1.136500,0.478790
1.136600,0.479478
1.136700,0.480166
1.136800,0.480854
1.136900,0.481541
1.137000,0.482229
1.137100,0.482917
1.137200,0.483604
1.137300,0.484292
1.137400,0.484979
1.137500,0.485667
1.137600,0.486354
1.137700,0.487041
1.137800,0.487728
1.137900,0.488416
1.138000,0.489103
1.138100,0.489790
1.138200,0.490477
1.138300,0.491164
1.138400,0.491851
1.138500,0.492538
1.138600,0.493225
1.138700,0.493912
1.138800,0.494598
1.138900,0.495285
1.139000,0.495972
1.139100,0.496658
1.139200,0.497345
1.139300,0.498031
1.139400,0.498718
1.139500,0.499404
1.139600,0.500091
1.139700,0.500777
1.139800,0.501463
1.139900,0.502149
1.140000,0.502836
1.140100,0.503522
1.140200,0.504208
1.140300,0.504894
1.140400,0.505580
1.140500,0.506266
1.140600,0.506952
1.140700,0.507637
1.140800,0.508323
1.140900,0.509009
1.141000,0.509695
1.141100,0.510380
1.141200,0.511066
1.141300,0.511751
1.141400,0.512437
1.141500,0.513122
1.141600,0.513808
1.141700,0.514493
1.141800,0.515178
1.141900,0.515864
1.142000,0.516549
1.142100,0.517234
1.142200,0.517919
1.142300,0.518604
1.142400,0.519289
1.142500,0.519974
1.142600,0.520659
1.142700,0.521344
1.142800,0.522029
1.142900,0.522714
1.143000,0.523398
1.143100,0.524083
1.143200,0.524768
1.143300,0.525452
1.143400,0.526137
1.143500,0.526821
1.143600,0.527506
1.143700,0.528190
1.143800,0.528875
1.143900,0.529559
1.144000,0.530243
1.144100,0.530928
1.144200,0.531612
1.144300,0.532296
1.144400,0.532980
1.144500,0.533664
1.144600,0.534348
1.144700,0.535032
1.144800,0.535716
1.144900,0.536400
1.145000,0.537084
1.145100,0.537768
1.145200,0.538451
1.145300,0.539135
1.145400,0.539819
1.145500,0.540502
1.145600,0.541186
1.145700,0.541870
1.145800,0.542553
1.145900,0.543236
1.146000,0.543920
1.146100,0.544603
1.146200,0.545287
1.146300,0.545970
1.146400,0.546653
1.146500,0.547336
1.146600,0.548019
1.146700,0.548703
1.146800,0.549386
1.146900,0.550069
1.147000,0.550752
1.147100,0.551435
1.147200,0.552117
1.147300,0.552800
1.147400,0.553483
1.147500,0.554166
1.147600,0.554849
1.147700,0.555531
1.147800,0.556214
1.147900,0.556897
1.148000,0.557579
1.148100,0.558262
1.148200,0.558944
1.148300,0.559627
1.148400,0.560309
1.148500,0.560991
1.148600,0.561674
1.148700,0.562356
1.148800,0.563038
1.148900,0.563720
1.149000,0.564403
1.149100,0.565085
1.149200,0.565767
1.149300,0.566449
1.149400,0.567131
1.149500,0.567813
1.149600,0.568495
1.149700,0.569176
1.149800,0.569858
1.149900,0.570540
1.150000,0.571222
1.150100,0.571904
1.150200,0.572585
1.150300,0.573267
1.150400,0.573948
1.150500,0.574630
1.150600,0.575311
1.150700,0.575993
1.150800,0.576674
1.150900,0.577356
1.151000,0.578037
1.151100,0.578718
1.151200,0.579400
1.151300,0.580081
1.151400,0.580762
1.151500,0.581443
1.151600,0.582124
1.151700,0.582805
1.151800,0.583487
1.151900,0.584168
1.152000,0.584849
1.152100,0.585529
1.152200,0.586210
1.152300,0.586891
1.152400,0.587572
1.152500,0.588253
1.152600,0.588934
1.152700,0.589614
1.152800,0.590295
1.152900,0.590976
1.153000,0.591656
1.153100,0.592337
1.153200,0.593017
1.153300,0.593698
1.153400,0.594378
1.153500,0.595058
1.153600,0.595739
1.153700,0.596419
1.153800,0.597099
1.153900,0.597780
1.154000,0.598460
1.154100,0.599140
1.154200,0.599820
1.154300,0.600500
1.154400,0.601180
1.154500,0.601860
1.154600,0.602540
1.154700,0.603220
1.154800,0.603900
1.154900,0.604580
1.155000,0.605260
1.155100,0.605940
1.155200,0.606620
1.155300,0.607300
1.155400,0.607979
1.155500,0.608659
1.155600,0.609339
1.155700,0.610018
1.155800,0.610698
1.155900,0.611377
1.156000,0.612057
1.156100,0.612736
1.156200,0.613416
1.156300,0.614095
1.156400,0.614774
1.156500,0.615454
1.156600,0.616133
1.156700,0.616812
1.156800,0.617492
1.156900,0.618171
1.157000,0.618850
1.157100,0.619529
1.157200,0.620208
1.157300,0.620887
1.157400,0.621566
1.157500,0.622245
1.157600,0.622924
1.157700,0.623603
1.157800,0.624282
1.157900,0.624961
1.158000,0.625640
1.158100,0.626318
1.158200,0.626997
1.158300,0.627676
1.158400,0.628355
1.158500,0.629033
1.158600,0.629712
1.158700,0.630390
1.158800,0.631069
1.158900,0.631747
1.159000,0.632426
1.159100,0.633104
1.159200,0.633783
1.159300,0.634461
1.159400,0.635140
1.159500,0.635818
1.159600,0.636496
1.159700,0.637174
1.159800,0.637853
1.159900,0.638531
1.160000,0.639209
1.160100,0.639887
1.160200,0.640565
1.160300,0.641243
1.160400,0.641921
1.160500,0.642599
1.160600,0.643277
1.160700,0.643955
1.160800,0.644633
1.160900,0.645311
1.161000,0.645989
1.161100,0.646667
1.161200,0.647345
1.161300,0.648022
1.161400,0.648700
1.161500,0.649378
1.161600,0.650055
1.161700,0.650733
1.161800,0.651411
1.161900,0.652088
1.162000,0.652766
1.162100,0.653443
1.162200,0.654121
1.162300,0.654798
1.162400,0.655476
1.162500,0.656153
1.162600,0.656830
1.162700,0.657508
1.162800,0.658185
1.162900,0.658862
1.163000,0.659540
1.163100,0.660217
1.163200,0.660894
1.163300,0.661571
1.163400,0.662248
1.163500,0.662925
1.163600,0.663602
1.163700,0.664279
1.163800,0.664956
1.163900,0.665633
1.164000,0.666310
1.164100,0.666987
1.164200,0.667664
1.164300,0.668341
1.164400,0.669018
1.164500,0.669695
1.164600,0.670371
1.164700,0.671048
1.164800,0.671725
1.164900,0.672402
1.165000,0.673078
1.165100,0.673755
1.165200,0.674432
1.165300,0.675108
1.165400,0.675785
1.165500,0.676461
1.165600,0.677138
1.165700,0.677814
1.165800,0.678491
1.165900,0.679167
1.166000,0.679843
1.166100,0.680520
1.166200,0.681196
1.166300,0.681872
1.166400,0.682549
1.166500,0.683225
1.166600,0.683901
1.166700,0.684577
1.166800,0.685253
1.166900,0.685930
1.167000,0.686606
1.167100,0.687282
1.167200,0.687958
1.167300,0.688634
1.167400,0.689310
1.167500,0.689986
1.167600,0.690662
1.167700,0.691338
1.167800,0.692014
1.167900,0.692690
1.168000,0.693365
1.168100,0.694041
1.168200,0.694717
1.168300,0.695393
1.168400,0.696069
1.168500,0.696744
1.168600,0.697420
1.168700,0.698096
1.168800,0.698771
1.168900,0.699447
1.169000,0.700122
1.169100,0.700798
1.169200,0.701474
1.169300,0.702149
1.169400,0.702825
1.169500,0.703500
1.169600,0.704175
1.169700,0.704851
1.169800,0.705526
1.169900,0.706202
1.170000,0.706877
1.170100,0.707552
1.170200,0.708228
1.170300,0.708903
1.170400,0.709578
1.170500,0.710253
1.170600,0.710928
1.170700,0.711604
1.170800,0.712279
1.170900,0.712954
1.171000,0.713629
1.171100,0.714304
1.171200,0.714979
1.171300,0.715654
1.171400,0.716329
1.171500,0.717004
1.171600,0.717679
1.171700,0.718354
1.171800,0.719029
1.171900,0.719704
1.172000,0.720379
1.172100,0.721053
1.172200,0.721728
1.172300,0.722403
1.172400,0.723078
1.172500,0.723753
1.172600,0.724427
1.172700,0.725102
1.172800,0.725777
1.172900,0.726451
1.173000,0.727126
1.173100,0.727801
1.173200,0.728475
1.173300,0.729150
1.173400,0.729824
1.173500,0.730499
1.173600,0.731173
1.173700,0.731848
1.173800,0.732522
1.173900,0.733197
1.174000,0.733871
1.174100,0.734545
1.174200,0.735220
1.174300,0.735894
1.174400,0.736568
1.174500,0.737243
1.174600,0.737917
1.174700,0.738591
1.174800,0.739265
1.174900,0.739940
1.175000,0.740614
1.175100,0.741288
1.175200,0.741962
1.175300,0.742636
1.175400,0.743310
1.175500,0.743984
1.175600,0.744658
1.175700,0.745332
1.175800,0.746006
1.175900,0.746680
1.176000,0.747354
1.176100,0.748028
1.176200,0.748702
1.176300,0.749376
1.176400,0.750050
1.176500,0.750724
1.176600,0.751398
1.176700,0.752072
1.176800,0.752745
1.176900,0.753419
1.177000,0.754093
1.177100,0.754767
1.177200,0.755440
1.177300,0.756114
1.177400,0.756788
1.177500,0.757462
1.177600,0.758135
1.177700,0.758809
1.177800,0.759482
1.177900,0.760156
1.178000,0.760830
1.178100,0.761503
1.178200,0.762177
1.178300,0.762850
1.178400,0.763524
1.178500,0.764197
1.178600,0.764871
1.178700,0.765544
1.178800,0.766217
1.178900,0.766891
1.179000,0.767564
1.179100,0.768238
1.179200,0.768911
1.179300,0.769584
1.179400,0.770257
1.179500,0.770931
1.179600,0.771604
1.179700,0.772277
1.179800,0.772951
1.179900,0.773624
1.180000,0.774297
1.180100,0.774970
1.180200,0.775643
1.180300,0.776316
1.180400,0.776989
1.180500,0.777663
1.180600,0.778336
1.180700,0.779009
1.180800,0.779682
1.180900,0.780355
1.181000,0.781028
1.181100,0.781701
1.181200,0.782374
1.181300,0.783047
1.181400,0.783720
1.181500,0.784393
1.181600,0.785065
1.181700,0.785738
1.181800,0.786411
1.181900,0.787084
1.182000,0.787757
1.182100,0.788430
1.182200,0.789102
1.182300,0.789775
1.182400,0.790448
1.182500,0.791121
1.182600,0.791793
1.182700,0.792466
1.182800,0.793139
1.182900,0.793812
1.183000,0.794484
1.183100,0.795157
1.183200,0.795830
1.183300,0.796502
1.183400,0.797175
1.183500,0.797847
1.183600,0.798520
1.183700,0.799192
1.183800,0.799865
1.183900,0.800537
1.184000,0.801210
1.184100,0.801882
1.184200,0.802555
1.184300,0.803227
1.184400,0.803900
1.184500,0.804572
1.184600,0.805245
1.184700,0.805917
1.184800,0.806589
1.184900,0.807262
1.185000,0.807934
1.185100,0.808606
1.185200,0.809279
1.185300,0.809951
1.185400,0.810623
1.185500,0.811296
1.185600,0.811968
1.185700,0.812640
1.185800,0.813312
1.185900,0.813984
1.186000,0.814657
1.186100,0.815329
1.186200,0.816001
1.186300,0.816673
1.186400,0.817345
1.186500,0.818017
1.186600,0.818690
1.186700,0.819362
1.186800,0.820034
1.186900,0.820706
1.187000,0.821378
1.187100,0.822050
1.187200,0.822722
1.187300,0.823394
1.187400,0.824066
1.187500,0.824738
1.187600,0.825410
1.187700,0.826082
1.187800,0.826754
1.187900,0.827426
1.188000,0.828097
1.188100,0.828769
1.188200,0.829441
1.188300,0.830113
1.188400,0.830785
1.188500,0.831457
1.188600,0.832129
1.188700,0.832800
1.188800,0.833472
1.188900,0.834144
1.189000,0.834816
1.189100,0.835487
1.189200,0.836159
1.189300,0.836831
1.189400,0.837503
1.189500,0.838174
1.189600,0.838846
1.189700,0.839518
1.189800,0.840189
1.189900,0.840861
1.190000,0.841533
1.190100,0.842204
1.190200,0.842876
1.190300,0.843547
1.190400,0.844219
1.190500,0.844891
1.190600,0.845562
1.190700,0.846234
1.190800,0.846905
1.190900,0.847577
1.191000,0.848248
1.191100,0.848920
1.191200,0.849591
1.191300,0.850263
1.191400,0.850934
1.191500,0.851606
1.191600,0.852277
1.191700,0.852949
1.191800,0.853620
1.191900,0.854291
1.192000,0.854963
1.192100,0.855634
1.192200,0.856306
1.192300,0.856977
1.192400,0.857648
1.192500,0.858320
1.192600,0.858991
1.192700,0.859662
1.192800,0.860334
1.192900,0.861005
1.193000,0.861676
1.193100,0.862347
1.193200,0.863019
1.193300,0.863690
1.193400,0.864361
1.193500,0.865032
1.193600,0.865704
1.193700,0.866375
1.193800,0.867046
1.193900,0.867717
1.194000,0.868388
1.194100,0.869059
1.194200,0.869731
1.194300,0.870402
1.194400,0.871073
1.194500,0.871744
1.194600,0.872415
1.194700,0.873086
1.194800,0.873757
1.194900,0.874428
1.195000,0.875099
1.195100,0.875770
1.195200,0.876442
1.195300,0.877113
1.195400,0.877784
1.195500,0.878455
1.195600,0.879126
1.195700,0.879797
1.195800,0.880468
1.195900,0.881139
1.196000,0.881810
1.196100,0.882481
1.196200,0.883151
1.196300,0.883822
1.196400,0.884493
1.196500,0.885164
1.196600,0.885835
1.196700,0.886506
1.196800,0.887177
1.196900,0.887848
1.197000,0.888519
1.197100,0.889190
1.197200,0.889860
1.197300,0.890531
1.197400,0.891202
1.197500,0.891873
1.197600,0.892544
1.197700,0.893215
1.197800,0.893885
1.197900,0.894556
1.198000,0.895227
1.198100,0.895898
1.198200,0.896568
1.198300,0.897239
1.198400,0.897910
1.198500,0.898581
1.198600,0.899251
1.198700,0.899922
1.198800,0.900593
1.198900,0.901264
1.199000,0.901934
1.199100,0.902605
1.199200,0.903276
1.199300,0.903946
1.199400,0.904617
1.199500,0.905288
1.199600,0.905958
1.199700,0.906629
1.199800,0.907300
1.199900,0.907970
1.200000,0.908641
1.200100,0.909311
1.200200,0.909982
1.200300,0.910653
1.200400,0.911323
1.200500,0.911994
1.200600,0.912664
1.200700,0.913335
1.200800,0.914006
1.200900,0.914676
1.201000,0.915347
1.201100,0.916017
1.201200,0.916688
1.201300,0.917358
1.201400,0.918029
1.201500,0.918699
1.201600,0.919370
1.201700,0.920040
1.201800,0.920711
1.201900,0.921381
1.202000,0.922052
1.202100,0.922722
1.202200,0.923393
1.202300,0.924063
1.202400,0.924734
1.202500,0.925404
1.202600,0.926074
1.202700,0.926745
1.202800,0.927415
1.202900,0.928086
1.203000,0.928756
1.203100,0.929426
1.203200,0.930097
1.203300,0.930767
1.203400,0.931438
1.203500,0.932108
1.203600,0.932778
1.203700,0.933449
1.203800,0.934119
1.203900,0.934789
1.204000,0.935460
1.204100,0.936130
1.204200,0.936800
1.204300,0.937471
1.204400,0.938141
1.204500,0.938811
1.204600,0.939482
1.204700,0.940152
1.204800,0.940822
1.204900,0.941493
1.205000,0.942163
1.205100,0.942833
1.205200,0.943504
1.205300,0.944174
1.205400,0.944844
1.205500,0.945514
1.205600,0.946185
1.205700,0.946855
1.205800,0.947525
1.205900,0.948195
1.206000,0.948866
1.206100,0.949536
1.206200,0.950206
1.206300,0.950876
1.206400,0.951546
1.206500,0.952217
1.206600,0.952887
1.206700,0.953557
1.206800,0.954227
1.206900,0.954897
1.207000,0.955568
1.207100,0.956238
1.207200,0.956908
1.207300,0.957578
1.207400,0.958248
1.207500,0.958919
1.207600,0.959589
1.207700,0.960259
1.207800,0.960929
1.207900,0.961599
1.208000,0.962269
1.208100,0.962939
1.208200,0.963610
1.208300,0.964280
1.208400,0.964950
1.208500,0.965620
1.208600,0.966290
1.208700,0.966960
1.208800,0.967630
1.208900,0.968300
1.209000,0.968971
1.209100,0.969641
1.209200,0.970311
1.209300,0.970981
1.209400,0.971651
1.209500,0.972321
1.209600,0.972991
1.209700,0.973661
1.209800,0.974331
1.209900,0.975001
1.210000,0.975671
1.210100,0.976341
1.210200,0.977011
1.210300,0.977682
1.210400,0.978352
1.210500,0.979022
1.210600,0.979692
1.210700,0.980362
1.210800,0.981032
1.210900,0.981702
1.211000,0.982372
1.211100,0.983042
1.211200,0.983712
1.211300,0.984382
1.211400,0.985052
1.211500,0.985722
1.211600,0.986392
1.211700,0.987062
1.211800,0.987732
1.211900,0.988402
1.212000,0.989072
1.212100,0.989742
1.212200,0.990412
1.212300,0.991082
1.212400,0.991752
1.212500,0.992422
1.212600,0.993092
1.212700,0.993762
1.212800,0.994432
1.212900,0.995102
1.213000,0.995772
1.213100,0.996442
1.213200,0.997112
1.213300,0.997782
1.213400,0.998452
1.213500,0.999122
1.213600,0.999792
1.213700,1.000462
1.213800,1.001132
1.213900,1.001802
1.214000,1.002472
1.214100,1.003142
1.214200,1.003812
1.214300,1.004482
1.214400,1.005152
1.214500,1.005822
1.214600,1.006492
1.214700,1.007161
1.214800,1.007831
1.214900,1.008501
1.215000,1.009171
1.215100,1.009841
1.215200,1.010511
1.215300,1.011181
1.215400,1.011851
1.215500,1.012521
1.215600,1.013191
1.215700,1.013861
1.215800,1.014531
1.215900,1.015201
1.216000,1.015871
1.216100,1.016541
1.216200,1.017211
1.216300,1.017881
1.216400,1.018550
1.216500,1.019220
1.216600,1.019890
1.216700,1.020560
1.216800,1.021230
1.216900,1.021900
1.217000,1.022570
1.217100,1.023240
1.217200,1.023910
1.217300,1.024580
1.217400,1.025250
1.217500,1.025920
1.217600,1.026590
1.217700,1.027259
1.217800,1.027929
1.217900,1.028599
1.218000,1.029269
1.218100,1.029939
1.218200,1.030609
1.218300,1.031279
1.218400,1.031949
1.218500,1.032619
1.218600,1.033289
1.218700,1.033959
1.218800,1.034629
1.218900,1.035299
1.219000,1.035968
1.219100,1.036638
1.219200,1.037308
1.219300,1.037978
1.219400,1.038648
1.219500,1.039318
1.219600,1.039988
1.219700,1.040658
1.219800,1.041328
1.219900,1.041998
1.220000,1.042668
1.220100,1.043338
1.220200,1.044008
1.220300,1.044677
1.220400,1.045347
1.220500,1.046017
1.220600,1.046687
1.220700,1.047357
1.220800,1.048027
1.220900,1.048697
1.221000,1.049367
1.221100,1.050037
1.221200,1.050707
1.221300,1.051377
1.221400,1.052047
1.221500,1.052717
1.221600,1.053386
1.221700,1.054056
1.221800,1.054726
1.221900,1.055396
1.222000,1.056066
1.222100,1.056736
1.222200,1.057406
1.222300,1.058076
1.222400,1.058746
1.222500,1.059416
1.222600,1.060086
1.222700,1.060756
1.222800,1.061426
1.222900,1.062096
1.223000,1.062766
1.223100,1.063436
1.223200,1.064106
1.223300,1.064776
1.223400,1.065445
1.223500,1.066115
1.223600,1.066785
1.223700,1.067455
1.223800,1.068125
1.223900,1.068795
1.224000,1.069465
1.224100,1.070135
1.224200,1.070805
1.224300,1.071475
1.224400,1.072145
1.224500,1.072815
1.224600,1.073485
1.224700,1.074155
1.224800,1.074825
1.224900,1.075495
1.225000,1.076165
1.225100,1.076835
1.225200,1.077505
1.225300,1.078175
1.225400,1.078845
1.225500,1.079515
1.225600,1.080185
1.225700,1.080855
1.225800,1.081525
1.225900,1.082195
1.226000,1.082865
1.226100,1.083535
1.226200,1.084205
1.226300,1.084875
1.226400,1.085545
1.226500,1.086215
1.226600,1.086885
1.226700,1.087555
1.226800,1.088225
1.226900,1.088895
1.227000,1.089565
1.227100,1.090235
1.227200,1.090905
1.227300,1.091575
1.227400,1.092245
1.227500,1.092915
1.227600,1.093585
1.227700,1.094255
1.227800,1.094925
1.227900,1.095595
1.228000,1.096266
1.228100,1.096936
1.228200,1.097606
1.228300,1.098276
1.228400,1.098946
1.228500,1.099616
1.228600,1.100286
1.228700,1.100956
1.228800,1.101626
1.228900,1.102296
1.229000,1.102966
1.229100,1.103636
1.229200,1.104306
1.229300,1.104977
1.229400,1.105647
1.229500,1.106317
1.229600,1.106987
1.229700,1.107657
1.229800,1.108327
1.229900,1.108997
1.230000,1.109667
1.230100,1.110337
1.230200,1.111008
1.230300,1.111678
1.230400,1.112348
1.230500,1.113018
1.230600,1.113688
1.230700,1.114358
1.230800,1.115028
1.230900,1.115699
1.231000,1.116369
1.231100,1.117039
1.231200,1.117709
1.231300,1.118379
1.231400,1.119049
1.231500,1.119720
1.231600,1.120390
1.231700,1.121060
1.231800,1.121730
1.231900,1.122400
1.232000,1.123071
1.232100,1.123741
1.232200,1.124411
1.232300,1.125081
1.232400,1.125751
1.232500,1.126422
1.232600,1.127092
1.232700,1.127762
1.232800,1.128432
1.232900,1.129103
1.233000,1.129773
1.233100,1.130443
1.233200,1.131113
1.233300,1.131784
1.233400,1.132454
1.233500,1.133124
1.233600,1.133794
1.233700,1.134465
1.233800,1.135135
1.233900,1.135805
1.234000,1.136476
1.234100,1.137146
1.234200,1.137816
1.234300,1.138486
1.234400,1.139157
1.234500,1.139827
1.234600,1.140497
1.234700,1.141168
1.234800,1.141838
1.234900,1.142508
1.235000,1.143179
1.235100,1.143849
1.235200,1.144519
1.235300,1.145190
1.235400,1.145860
1.235500,1.146530
1.235600,1.147201
1.235700,1.147871
1.235800,1.148542
1.235900,1.149212
1.236000,1.149882
1.236100,1.150553
1.236200,1.151223
1.236300,1.151894
1.236400,1.152564
1.236500,1.153234
1.236600,1.153905
1.236700,1.154575
1.236800,1.155246
1.236900,1.155916
1.237000,1.156587
1.237100,1.157257
1.237200,1.157927
1.237300,1.158598
1.237400,1.159268
1.237500,1.159939
1.237600,1.160609
1.237700,1.161280
1.237800,1.161950
1.237900,1.162621
1.238000,1.163291
1.238100,1.163962
1.238200,1.164632
1.238300,1.165303
1.238400,1.165973
1.238500,1.166644
1.238600,1.167314
1.238700,1.167985
1.238800,1.168655
1.238900,1.169326
1.239000,1.169997
1.239100,1.170667
1.239200,1.171338
1.239300,1.172008
1.239400,1.172679
1.239500,1.173349
1.239600,1.174020
1.239700,1.174691
1.239800,1.175361
